Sex	Lower	Upper	SEER_Draw	Stage	IR	N	Pop	Rate	NET
Male	45	49	Brain	II	0	0	29245418	0	NotExpected
Male	45	49	Brain	III	0	0	29245418	0	NotExpected
Male	45	49	Brain	IV	0	0	29245418	0	NotExpected
Male	45	49	Brain	Unknown/missing	6.76	1977	29245418	6.760033315304298	NotExpected
Male	45	49	[OTHER]	I	4.92	1438	29245418	4.9170095636861815	NotExpected
Male	45	49	[OTHER]	II	1.09	318	29245418	1.087349820064121	NotExpected
Male	45	49	[OTHER]	III	1.3	381	29245418	1.3027681806428617	NotExpected
Male	45	49	[OTHER]	IV	0.51	148	29245418	0.5060621804072009	NotExpected
Male	45	49	[OTHER]	Unknown/missing	8.26	2416	29245418	8.261123161241875	NotExpected
Male	50	54	Anus	I	0.51	146	28428485	0.5135694005501876	NotExpected
Male	50	54	Anus	II	0.88	250	28428485	0.8793996584763486	NotExpected
Male	50	54	Anus	III	0.63	180	28428485	0.633167754102971	NotExpected
Male	50	54	Anus	IV	0.21	59	28428485	0.2075383194004183	NotExpected
Male	50	54	Anus	Unknown/missing	0.84	240	28428485	0.8442236721372947	NotExpected
Male	50	54	Bladder	I	4.11	1169	28428485	4.112072803035406	No
Male	50	54	Bladder	II	1.64	465	28428485	1.6356833647660083	No
Male	50	54	Bladder	III	0.69	196	28428485	0.6894493322454572	No
Male	50	54	Bladder	IV	1.51	429	28428485	1.5090498139454143	No
Male	50	54	Bladder	Unknown/missing	0.65	185	28428485	0.650755747272498	No
Male	50	54	Bladder	I	0	1	28428485	0.0035175986339053946	NET
Male	50	54	Bladder	II	0.04	11	28428485	0.03869358497295934	NET
Male	50	54	Bladder	III	0.01	2	28428485	0.007035197267810789	NET
Male	50	54	Bladder	IV	0.05	15	28428485	0.052763979508580916	NET
Male	50	54	Bladder	Unknown/missing	0.01	4	28428485	0.014070394535621578	NET
Male	50	54	Breast	I	0.26	74	28428485	0.2603022989089992	NotExpected
Male	50	54	Breast	II	0.41	117	28428485	0.4115590401669311	NotExpected
Male	50	54	Breast	III	0.21	60	28428485	0.21105591803432366	NotExpected
Male	50	54	Breast	IV	0.08	23	28428485	0.08090476857982408	NotExpected
Male	50	54	Breast	Unknown/missing	0.06	16	28428485	0.05628157814248631	NotExpected
Male	50	54	Cervix	I	0	0	28428485	0	No
Male	50	54	Cervix	II	0	0	28428485	0	No
Male	50	54	Cervix	III	0	0	28428485	0	No
Male	50	54	Cervix	IV	0	0	28428485	0	No
Male	50	54	Cervix	Unknown/missing	0	0	28428485	0	No
Male	50	54	Cervix	I	0	0	28428485	0	NET
Male	50	54	Cervix	II	0	0	28428485	0	NET
Male	50	54	Cervix	III	0	0	28428485	0	NET
Male	50	54	Cervix	IV	0	0	28428485	0	NET
Male	50	54	Cervix	Unknown/missing	0	0	28428485	0	NET
Male	50	54	Colon/Rectum	I	14.27	4058	28428485	14.274415256388092	No
Male	50	54	Colon/Rectum	II	11.18	3178	28428485	11.178928458551344	No
Male	50	54	Colon/Rectum	III	15.3	4349	28428485	15.298036458854563	No
Male	50	54	Colon/Rectum	IV	12.32	3503	28428485	12.322148014570597	No
Male	50	54	Colon/Rectum	Unknown/missing	8.33	2368	28428485	8.329673565087974	No
Male	50	54	Colon/Rectum	I	0.28	80	28428485	0.28140789071243155	NET
Male	50	54	Colon/Rectum	II	0.03	9	28428485	0.03165838770514855	NET
Male	50	54	Colon/Rectum	III	0.12	33	28428485	0.11608075491887802	NET
Male	50	54	Colon/Rectum	IV	0.24	68	28428485	0.2391967071055668	NET
Male	50	54	Colon/Rectum	Unknown/missing	0.09	26	28428485	0.09145756448154026	NET
Male	50	54	Esophagus	I	0.91	259	28428485	0.9110580461814972	No
Male	50	54	Esophagus	II	1.09	309	28428485	1.086937977876767	No
Male	50	54	Esophagus	III	1.52	431	28428485	1.516085011213225	No
Male	50	54	Esophagus	IV	3.12	888	28428485	3.12362758690799	No
Male	50	54	Esophagus	Unknown/missing	0.85	241	28428485	0.8477412707712001	No
Male	50	54	Esophagus	I	0	0	28428485	0	NET
Male	50	54	Esophagus	II	0	0	28428485	0	NET
Male	50	54	Esophagus	III	0	1	28428485	0.0035175986339053946	NET
Male	50	54	Esophagus	IV	0.06	16	28428485	0.05628157814248631	NET
Male	50	54	Esophagus	Unknown/missing	0.01	4	28428485	0.014070394535621578	NET
Male	50	54	Gallbladder	I	0.42	118	28428485	0.4150766388008366	No
Male	50	54	Gallbladder	II	0.62	175	28428485	0.615579760933444	No
Male	50	54	Gallbladder	III	0.27	78	28428485	0.2743726934446208	No
Male	50	54	Gallbladder	IV	0.76	217	28428485	0.7633189035574706	No
Male	50	54	Gallbladder	Unknown/missing	0.22	63	28428485	0.22160871393603984	No
Male	50	54	Gallbladder	I	0.01	2	28428485	0.007035197267810789	NET
Male	50	54	Gallbladder	II	0.01	4	28428485	0.014070394535621578	NET
Male	50	54	Gallbladder	III	0	1	28428485	0.0035175986339053946	NET
Male	50	54	Gallbladder	IV	0.01	3	28428485	0.010552795901716185	NET
Male	50	54	Gallbladder	Unknown/missing	0.02	7	28428485	0.02462319043733776	NET
Male	50	54	Head and Neck	I	5.87	1669	28428485	5.870872119988103	No
Male	50	54	Head and Neck	II	3.61	1027	28428485	3.6125737970208402	No
Male	50	54	Head and Neck	III	5.52	1568	28428485	5.515594657963658	No
Male	50	54	Head and Neck	IV	18.84	5356	28428485	18.840258283197294	No
Male	50	54	Head and Neck	Unknown/missing	4.86	1381	28428485	4.85780371342335	No
Male	50	54	Head and Neck	I	0	1	28428485	0.0035175986339053946	NET
Male	50	54	Head and Neck	II	0	1	28428485	0.0035175986339053946	NET
Male	50	54	Head and Neck	III	0.01	3	28428485	0.010552795901716185	NET
Male	50	54	Head and Neck	IV	0.07	19	28428485	0.06683437404420249	NET
Male	50	54	Head and Neck	Unknown/missing	0.02	5	28428485	0.017587993169526972	NET
Male	50	54	Kidney	I	16.83	4784	28428485	16.828191864603408	NotExpected
Male	50	54	Kidney	II	2.66	757	28428485	2.6628221658663835	NotExpected
Male	50	54	Kidney	III	3.86	1096	28428485	3.8552881027603125	NotExpected
Male	50	54	Kidney	IV	4.27	1215	28428485	4.273882340195054	NotExpected
Male	50	54	Kidney	Unknown/missing	1.44	410	28428485	1.4422154399012117	NotExpected
Male	50	54	Liver/Bile-duct	I	6.36	1809	28428485	6.363335928734859	NotExpected
Male	50	54	Liver/Bile-duct	II	4	1136	28428485	3.9959920481165283	NotExpected
Male	50	54	Liver/Bile-duct	III	4.15	1179	28428485	4.14724878937446	NotExpected
Male	50	54	Liver/Bile-duct	IV	3.59	1021	28428485	3.591468205217408	NotExpected
Male	50	54	Liver/Bile-duct	Unknown/missing	4.57	1300	28428485	4.572878224077013	NotExpected
Male	50	54	Lung	I	5.27	1498	28428485	5.269362753590281	No
Male	50	54	Lung	II	1.71	486	28428485	1.7095529360780217	No
Male	50	54	Lung	III	9.54	2713	28428485	9.543245093785336	No
Male	50	54	Lung	IV	20.91	5945	28428485	20.91212387856757	No
Male	50	54	Lung	Unknown/missing	2.71	769	28428485	2.7050333494732484	No
Male	50	54	Lung	I	0.35	100	28428485	0.35175986339053944	NET
Male	50	54	Lung	II	0.17	49	28428485	0.1723623330613643	NET
Male	50	54	Lung	III	1.84	524	28428485	1.8432216841664266	NET
Male	50	54	Lung	IV	5.17	1469	28428485	5.167352393207024	NET
Male	50	54	Lung	Unknown/missing	0.83	236	28428485	0.8301532776016732	NET
Male	50	54	Lymphoma	I	7.33	2085	28428485	7.334193151692748	NotExpected
Male	50	54	Lymphoma	II	4.48	1273	28428485	4.477903060961567	NotExpected
Male	50	54	Lymphoma	III	4.93	1402	28428485	4.931673284735363	NotExpected
Male	50	54	Lymphoma	IV	9.15	2600	28428485	9.145756448154026	NotExpected
Male	50	54	Lymphoma	Unknown/missing	2.43	691	28428485	2.4306606560286275	NotExpected
Male	50	54	Lymphoid Leukemia	I	0.15	42	28428485	0.14773914262402657	NotExpected
Male	50	54	Lymphoid Leukemia	II	0.1	28	28428485	0.09849276174935104	NotExpected
Male	50	54	Lymphoid Leukemia	III	0.21	61	28428485	0.21457351666822905	NotExpected
Male	50	54	Lymphoid Leukemia	IV	0.32	91	28428485	0.3201014756853909	NotExpected
Male	50	54	Lymphoid Leukemia	Unknown/missing	8.19	2327	28428485	8.185452021097854	NotExpected
Male	50	54	Melanoma	I	23.88	6788	28428485	23.87745952694982	NotExpected
Male	50	54	Melanoma	II	3.38	961	28428485	3.380412287183084	NotExpected
Male	50	54	Melanoma	III	2.74	778	28428485	2.736691737178397	NotExpected
Male	50	54	Melanoma	IV	1.42	404	28428485	1.4211098480977795	NotExpected
Male	50	54	Melanoma	Unknown/missing	3.37	958	28428485	3.369859491281368	NotExpected
Male	50	54	Myeloid Neoplasm	I	0	0	28428485	0	NotExpected
Male	50	54	Myeloid Neoplasm	II	0	0	28428485	0	NotExpected
Male	50	54	Myeloid Neoplasm	III	0	0	28428485	0	NotExpected
Male	50	54	Myeloid Neoplasm	IV	0	0	28428485	0	NotExpected
Male	50	54	Myeloid Neoplasm	Unknown/missing	7.05	2005	28428485	7.0527852609803166	NotExpected
Male	50	54	Plasma Cell Neoplasm	I	0	1	28428485	0.0035175986339053946	NotExpected
Male	50	54	Plasma Cell Neoplasm	II	0	0	28428485	0	NotExpected
Male	50	54	Plasma Cell Neoplasm	III	0	0	28428485	0	NotExpected
Male	50	54	Plasma Cell Neoplasm	IV	0	1	28428485	0.0035175986339053946	NotExpected
Male	50	54	Plasma Cell Neoplasm	Unknown/missing	7.74	2199	28428485	7.735199395957963	NotExpected
Male	50	54	Ovary	I	0.01	2	28428485	0.007035197267810789	NotExpected
Male	50	54	Ovary	II	0	0	28428485	0	NotExpected
Male	50	54	Ovary	III	0	0	28428485	0	NotExpected
Male	50	54	Ovary	IV	0.01	2	28428485	0.007035197267810789	NotExpected
Male	50	54	Ovary	Unknown/missing	0.05	14	28428485	0.04924638087467552	NotExpected
Male	50	54	Pancreas	I	0.42	118	28428485	0.4150766388008366	No
Male	50	54	Pancreas	II	2.76	785	28428485	2.761314927615735	No
Male	50	54	Pancreas	III	1.03	292	28428485	1.0271388011003753	No
Male	50	54	Pancreas	IV	6.51	1852	28428485	6.5145926699927905	No
Male	50	54	Pancreas	Unknown/missing	1.56	444	28428485	1.561813793453995	No
Male	50	54	Pancreas	I	0.22	63	28428485	0.22160871393603984	NET
Male	50	54	Pancreas	II	0.17	49	28428485	0.1723623330613643	NET
Male	50	54	Pancreas	III	0.05	15	28428485	0.052763979508580916	NET
Male	50	54	Pancreas	IV	0.43	122	28428485	0.4291470333364581	NET
Male	50	54	Pancreas	Unknown/missing	0.02	7	28428485	0.02462319043733776	NET
Male	50	54	Prostate	I	0.14	40	28428485	0.14070394535621578	NotExpected
Male	50	54	Prostate	II	103.24	29350	28428485	103.24151990512333	NotExpected
Male	50	54	Prostate	III	11.97	3403	28428485	11.970388151180059	NotExpected
Male	50	54	Prostate	IV	8.24	2343	28428485	8.241733599240339	NotExpected
Male	50	54	Prostate	Unknown/missing	6.09	1732	28428485	6.092480833924143	NotExpected
Male	50	54	Sarcoma	I	1.43	407	28428485	1.4316626439994957	NotExpected
Male	50	54	Sarcoma	II	0.68	192	28428485	0.6753789377098358	NotExpected
Male	50	54	Sarcoma	III	0.73	207	28428485	0.7281429172184167	NotExpected
Male	50	54	Sarcoma	IV	0.72	206	28428485	0.7246253185845113	NotExpected
Male	50	54	Sarcoma	Unknown/missing	4.32	1227	28428485	4.316093523801919	NotExpected
Male	50	54	Stomach	I	1.56	444	28428485	1.561813793453995	No
Male	50	54	Stomach	II	1.08	307	28428485	1.079902780608956	No
Male	50	54	Stomach	III	1.07	305	28428485	1.0728675833411454	No
Male	50	54	Stomach	IV	4.14	1176	28428485	4.136695993472744	No
Male	50	54	Stomach	Unknown/missing	1.99	565	28428485	1.987443228156548	No
Male	50	54	Stomach	I	0.05	15	28428485	0.052763979508580916	NET
Male	50	54	Stomach	II	0.01	4	28428485	0.014070394535621578	NET
Male	50	54	Stomach	III	0.01	4	28428485	0.014070394535621578	NET
Male	50	54	Stomach	IV	0.05	15	28428485	0.052763979508580916	NET
Male	50	54	Stomach	Unknown/missing	0.02	5	28428485	0.017587993169526972	NET
Male	50	54	Thyroid	I	4.2	1193	28428485	4.196495170249135	NotExpected
Male	50	54	Thyroid	II	1.45	412	28428485	1.4492506371690226	NotExpected
Male	50	54	Thyroid	III	2.91	827	28428485	2.9090540702397614	NotExpected
Male	50	54	Thyroid	IV	1.93	550	28428485	1.934679248647967	NotExpected
Male	50	54	Thyroid	Unknown/missing	0.88	250	28428485	0.8793996584763486	NotExpected
Male	50	54	Urothelial Tract	I	0.33	94	28428485	0.3306542715871071	No
Male	50	54	Urothelial Tract	II	0.15	44	28428485	0.15477433989183736	No
Male	50	54	Urothelial Tract	III	0.31	89	28428485	0.3130662784175801	No
Male	50	54	Urothelial Tract	IV	0.36	103	28428485	0.36231265929225565	No
Male	50	54	Urothelial Tract	Unknown/missing	0.08	22	28428485	0.07738716994591868	No
Male	50	54	Urothelial Tract	I	0	1	28428485	0.0035175986339053946	NET
Male	50	54	Urothelial Tract	II	0	0	28428485	0	NET
Male	50	54	Urothelial Tract	III	0	0	28428485	0	NET
Male	50	54	Urothelial Tract	IV	0	0	28428485	0	NET
Male	50	54	Urothelial Tract	Unknown/missing	0	0	28428485	0	NET
Male	50	54	Uterus	I	0	0	28428485	0	No
Male	50	54	Uterus	II	0	0	28428485	0	No
Male	50	54	Uterus	III	0	0	28428485	0	No
Male	50	54	Uterus	IV	0	0	28428485	0	No
Male	50	54	Uterus	Unknown/missing	0	0	28428485	0	No
Male	50	54	Uterus	I	0	0	28428485	0	NET
Male	50	54	Uterus	II	0	0	28428485	0	NET
Male	50	54	Uterus	III	0	0	28428485	0	NET
Male	50	54	Uterus	IV	0	0	28428485	0	NET
Male	50	54	Uterus	Unknown/missing	0	0	28428485	0	NET
Male	50	54	CUP	I	0	0	28428485	0	NotExpected
Male	50	54	CUP	II	0	0	28428485	0	NotExpected
Male	50	54	CUP	III	0	0	28428485	0	NotExpected
Male	50	54	CUP	IV	0	0	28428485	0	NotExpected
Male	50	54	CUP	Unknown/missing	7.16	2035	28428485	7.158313219997479	NotExpected
Male	50	54	Brain	I	0	0	28428485	0	NotExpected
Male	50	54	Brain	II	0	0	28428485	0	NotExpected
Male	50	54	Brain	III	0	0	28428485	0	NotExpected
Male	50	54	Brain	IV	0	0	28428485	0	NotExpected
Male	50	54	Brain	Unknown/missing	8.83	2509	28428485	8.825654972468636	NotExpected
Male	50	54	[OTHER]	I	3.73	1060	28428485	3.728654551939718	NotExpected
Male	50	54	[OTHER]	II	1.09	309	28428485	1.086937977876767	NotExpected
Male	50	54	[OTHER]	III	1.39	394	28428485	1.3859338617587256	NotExpected
Male	50	54	[OTHER]	IV	0.87	247	28428485	0.8688468625746324	NotExpected
Male	50	54	[OTHER]	Unknown/missing	12.73	3619	28428485	12.730189456103622	NotExpected
Male	55	59	Anus	I	0.55	138	25104345	0.549705638605588	NotExpected
Male	55	59	Anus	II	0.99	249	25104345	0.9918601740057349	NotExpected
Male	55	59	Anus	III	0.83	209	25104345	0.8325252062939701	NotExpected
Male	55	59	Anus	IV	0.25	64	25104345	0.25493594833882344	NotExpected
Male	55	59	Anus	Unknown/missing	0.93	233	25104345	0.928126186921029	NotExpected
Male	55	59	Bladder	I	8.24	2069	25104345	8.241601204891026	No
Male	55	59	Bladder	II	3.5	879	25104345	3.5013859154660274	No
Male	55	59	Bladder	III	1.47	369	25104345	1.4698650771410289	No
Male	55	59	Bladder	IV	3.16	793	25104345	3.158815734885734	No
Male	55	59	Bladder	Unknown/missing	1.33	334	25104345	1.3304469803932348	No
Male	55	59	Bladder	I	0.03	7	25104345	0.02788361934955881	NET
Male	55	59	Bladder	II	0.1	25	25104345	0.0995843548198529	NET
Male	55	59	Bladder	III	0.03	7	25104345	0.02788361934955881	NET
Male	55	59	Bladder	IV	0.12	31	25104345	0.12348459997661759	NET
Male	55	59	Bladder	Unknown/missing	0.01	2	25104345	0.007966748385588232	NET
Male	55	59	Breast	I	0.59	147	25104345	0.5855560063407351	NotExpected
Male	55	59	Breast	II	0.69	172	25104345	0.685140361160588	NotExpected
Male	55	59	Breast	III	0.27	69	25104345	0.274852819302794	NotExpected
Male	55	59	Breast	IV	0.18	44	25104345	0.1752684644829411	NotExpected
Male	55	59	Breast	Unknown/missing	0.11	28	25104345	0.11153447739823524	NotExpected
Male	55	59	Cervix	I	0	0	25104345	0	No
Male	55	59	Cervix	II	0	0	25104345	0	No
Male	55	59	Cervix	III	0	0	25104345	0	No
Male	55	59	Cervix	IV	0	0	25104345	0	No
Male	55	59	Cervix	Unknown/missing	0	0	25104345	0	No
Male	55	59	Cervix	I	0	0	25104345	0	NET
Male	55	59	Cervix	II	0	0	25104345	0	NET
Male	55	59	Cervix	III	0	0	25104345	0	NET
Male	55	59	Cervix	IV	0	0	25104345	0	NET
Male	55	59	Cervix	Unknown/missing	0	0	25104345	0	NET
Male	55	59	Colon/Rectum	I	17.82	4473	25104345	17.817632764368078	No
Male	55	59	Colon/Rectum	II	16.57	4159	25104345	16.566853267830727	No
Male	55	59	Colon/Rectum	III	19.94	5007	25104345	19.94475458332014	No
Male	55	59	Colon/Rectum	IV	17.34	4354	25104345	17.34361123542558	No
Male	55	59	Colon/Rectum	Unknown/missing	8.34	2093	25104345	8.337202185518084	No
Male	55	59	Colon/Rectum	I	0.19	48	25104345	0.19120196125411756	NET
Male	55	59	Colon/Rectum	II	0.04	10	25104345	0.03983374192794115	NET
Male	55	59	Colon/Rectum	III	0.17	42	25104345	0.16730171609735286	NET
Male	55	59	Colon/Rectum	IV	0.35	88	25104345	0.3505369289658822	NET
Male	55	59	Colon/Rectum	Unknown/missing	0.07	18	25104345	0.07170073547029408	NET
Male	55	59	Esophagus	I	1.69	425	25104345	1.6929340319374993	No
Male	55	59	Esophagus	II	2.33	585	25104345	2.330273902784558	No
Male	55	59	Esophagus	III	2.84	713	25104345	2.8401457994622046	No
Male	55	59	Esophagus	IV	5.58	1400	25104345	5.5767238699117625	No
Male	55	59	Esophagus	Unknown/missing	1.6	401	25104345	1.5973330513104405	No
Male	55	59	Esophagus	I	0	0	25104345	0	NET
Male	55	59	Esophagus	II	0.01	2	25104345	0.007966748385588232	NET
Male	55	59	Esophagus	III	0.02	5	25104345	0.019916870963970577	NET
Male	55	59	Esophagus	IV	0.08	20	25104345	0.0796674838558823	NET
Male	55	59	Esophagus	Unknown/missing	0.02	4	25104345	0.015933496771176465	NET
Male	55	59	Gallbladder	I	0.71	178	25104345	0.7090406063173527	No
Male	55	59	Gallbladder	II	1.18	295	25104345	1.1750953868742642	No
Male	55	59	Gallbladder	III	0.47	117	25104345	0.4660547805569116	No
Male	55	59	Gallbladder	IV	1.34	336	25104345	1.338413728778823	No
Male	55	59	Gallbladder	Unknown/missing	0.41	102	25104345	0.4063041676649999	No
Male	55	59	Gallbladder	I	0	1	25104345	0.003983374192794116	NET
Male	55	59	Gallbladder	II	0.02	4	25104345	0.015933496771176465	NET
Male	55	59	Gallbladder	III	0	0	25104345	0	NET
Male	55	59	Gallbladder	IV	0.02	4	25104345	0.015933496771176465	NET
Male	55	59	Gallbladder	Unknown/missing	0.04	10	25104345	0.03983374192794115	NET
Male	55	59	Head and Neck	I	9.43	2368	25104345	9.432630088536467	No
Male	55	59	Head and Neck	II	5.52	1386	25104345	5.520956631212645	No
Male	55	59	Head and Neck	III	8.14	2044	25104345	8.142016850071172	No
Male	55	59	Head and Neck	IV	27.76	6969	25104345	27.760134749582193	No
Male	55	59	Head and Neck	Unknown/missing	7.2	1807	25104345	7.197957166378968	No
Male	55	59	Head and Neck	I	0.02	4	25104345	0.015933496771176465	NET
Male	55	59	Head and Neck	II	0.02	5	25104345	0.019916870963970577	NET
Male	55	59	Head and Neck	III	0.03	7	25104345	0.02788361934955881	NET
Male	55	59	Head and Neck	IV	0.1	26	25104345	0.10356772901264702	NET
Male	55	59	Head and Neck	Unknown/missing	0.05	13	25104345	0.05178386450632351	NET
Male	55	59	Kidney	I	24.02	6030	25104345	24.01974638254852	NotExpected
Male	55	59	Kidney	II	3.74	940	25104345	3.7443717412264688	NotExpected
Male	55	59	Kidney	III	5.47	1372	25104345	5.465189392513527	NotExpected
Male	55	59	Kidney	IV	7.14	1793	25104345	7.14218992767985	NotExpected
Male	55	59	Kidney	Unknown/missing	2.06	518	25104345	2.063387831867352	NotExpected
Male	55	59	Liver/Bile-duct	I	12.03	3021	25104345	12.033773436431025	NotExpected
Male	55	59	Liver/Bile-duct	II	7.2	1807	25104345	7.197957166378968	NotExpected
Male	55	59	Liver/Bile-duct	III	8.52	2139	25104345	8.520437398386614	NotExpected
Male	55	59	Liver/Bile-duct	IV	6.97	1749	25104345	6.9669214631969085	NotExpected
Male	55	59	Liver/Bile-duct	Unknown/missing	7.82	1962	25104345	7.815380166262056	NotExpected
Male	55	59	Lung	I	12.17	3055	25104345	12.169208158986025	No
Male	55	59	Lung	II	3.67	922	25104345	3.6726710057561744	No
Male	55	59	Lung	III	18.83	4726	25104345	18.82542643514499	No
Male	55	59	Lung	IV	37.73	9472	25104345	37.73052035414587	No
Male	55	59	Lung	Unknown/missing	6.13	1538	25104345	6.12642950851735	No
Male	55	59	Lung	I	0.83	209	25104345	0.8325252062939701	NET
Male	55	59	Lung	II	0.24	61	25104345	0.2429858257604411	NET
Male	55	59	Lung	III	3.64	914	25104345	3.6408040122138217	NET
Male	55	59	Lung	IV	9.81	2463	25104345	9.811050636851908	NET
Male	55	59	Lung	Unknown/missing	1.44	361	25104345	1.4379980835986759	NET
Male	55	59	Lymphoma	I	9.45	2372	25104345	9.448563585307642	NotExpected
Male	55	59	Lymphoma	II	5.78	1451	25104345	5.779875953744262	NotExpected
Male	55	59	Lymphoma	III	6.94	1743	25104345	6.943021218040144	NotExpected
Male	55	59	Lymphoma	IV	13.13	3295	25104345	13.125217965256612	NotExpected
Male	55	59	Lymphoma	Unknown/missing	3.73	936	25104345	3.7284382444552926	NotExpected
Male	55	59	Lymphoid Leukemia	I	0.26	66	25104345	0.26290269672441163	NotExpected
Male	55	59	Lymphoid Leukemia	II	0.16	40	25104345	0.1593349677117646	NotExpected
Male	55	59	Lymphoid Leukemia	III	0.29	74	25104345	0.2947696902667646	NotExpected
Male	55	59	Lymphoid Leukemia	IV	0.39	97	25104345	0.3863872967010293	NotExpected
Male	55	59	Lymphoid Leukemia	Unknown/missing	13.44	3374	25104345	13.439904526487346	NotExpected
Male	55	59	Melanoma	I	33.52	8416	25104345	33.52407720655528	NotExpected
Male	55	59	Melanoma	II	5.41	1358	25104345	5.409422153814409	NotExpected
Male	55	59	Melanoma	III	4.05	1017	25104345	4.051091554071616	NotExpected
Male	55	59	Melanoma	IV	2.21	554	25104345	2.20678930280794	NotExpected
Male	55	59	Melanoma	Unknown/missing	4.83	1213	25104345	4.831832895859263	NotExpected
Male	55	59	Myeloid Neoplasm	I	0	0	25104345	0	NotExpected
Male	55	59	Myeloid Neoplasm	II	0	0	25104345	0	NotExpected
Male	55	59	Myeloid Neoplasm	III	0	0	25104345	0	NotExpected
Male	55	59	Myeloid Neoplasm	IV	0	0	25104345	0	NotExpected
Male	55	59	Myeloid Neoplasm	Unknown/missing	9.52	2390	25104345	9.520264320777937	NotExpected
Male	55	59	Plasma Cell Neoplasm	I	0.01	2	25104345	0.007966748385588232	NotExpected
Male	55	59	Plasma Cell Neoplasm	II	0	0	25104345	0	NotExpected
Male	55	59	Plasma Cell Neoplasm	III	0	0	25104345	0	NotExpected
Male	55	59	Plasma Cell Neoplasm	IV	0	0	25104345	0	NotExpected
Male	55	59	Plasma Cell Neoplasm	Unknown/missing	12.91	3242	25104345	12.914099133038524	NotExpected
Male	55	59	Ovary	I	0	0	25104345	0	NotExpected
Male	55	59	Ovary	II	0	0	25104345	0	NotExpected
Male	55	59	Ovary	III	0	0	25104345	0	NotExpected
